tab	specimens
aniso_f	aniso_l	aniso_p	aniso_s	aniso_s_n_measurements	aniso_t	aniso_type	azimuth	citations	contribution_id	critical_temp	critical_temp_high	critical_temp_low	critical_temp_mineral	critical_temp_type	description	dip	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	hyst_bc	hyst_bc_offset	hyst_bcr	hyst_loop	hyst_mr_mass	hyst_ms_mass	hyst_xhf	igsn	igsn_parent	instrument_codes	int_corr	meas_orient_phi	meas_orient_theta	meas_step_max	meas_step_min	meas_step_unit	meas_temp	method_codes	mineral_type	rem_hirm_mass	rem_sratio	rem_sratio_back	rem_sratio_forward	result_quality	row_id	sample	software_packages	specimen	synthetic_alternatives	volume	weight
								This study									lc	69.0	248.7	-18.3	6.0	2.0	5.0	-1.0	NED29-3a_LP-DIR-AF										hargrave 2019-09-30 14:02:00	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-3	pmagpy-4.2.25: demag_gui	NED29-3a			
								This study									mc	5.5	222.3	58.2	3.1	2.0	9.0	-1.0	NED29-3a_LP-DIR-AF										hargrave 2019-09-30 14:02:00	u			0.062	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-3	pmagpy-4.2.25: demag_gui	NED29-3a			
								This study									mc	5.5	249.1	69.2	3.1	2.0	9.0	0.0	NED29-3a_LP-DIR-AF										hargrave 2019-09-30 14:02:00	u			0.062	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-3	pmagpy-4.2.25: demag_gui	NED29-3a			
								This study									lc	69.0	224.3	-8.4	6.0	2.0	5.0	0.0	NED29-3a_LP-DIR-AF										hargrave 2019-09-30 14:02:00	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-3	pmagpy-4.2.25: demag_gui	NED29-3a			
								This study																																			LP-NOMAG								NED29-3		NED29-3a			
								This study									lc	63.6	252.6	-19.5	4.3	1.0	4.0	-1.0	NED29-4a_LP-DIR-AF										hargrave 2019-09-30 15:09:53	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-4	pmagpy-4.2.25: demag_gui	NED29-4a			
								This study									lc	63.6	221.1	-8.5	4.3	1.0	4.0	0.0	NED29-4a_LP-DIR-AF										hargrave 2019-09-30 15:09:53	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-4	pmagpy-4.2.25: demag_gui	NED29-4a			
								This study																																			LP-NOMAG								NED29-4		NED29-4a			
								This study									lc	71.0	239.5	-18.5	3.5	2.0	4.0	-1.0	NED29-5a_LP-DIR-AF										hargrave 2019-09-30 16:16:59	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-5	pmagpy-4.2.25: demag_gui	NED29-5a			
								This study									mc	8.2	219.8	62.6	2.3	2.0	14.0	-1.0	NED29-5a_LP-DIR-AF										hargrave 2019-09-30 16:16:59	u			0.07	0.034	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-5	pmagpy-4.2.25: demag_gui	NED29-5a			
								This study									lc	71.0	213.7	-7.7	3.5	2.0	4.0	0.0	NED29-5a_LP-DIR-AF										hargrave 2019-09-30 16:16:59	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-5	pmagpy-4.2.25: demag_gui	NED29-5a			
								This study									mc	8.2	242.5	72.8	2.3	2.0	14.0	0.0	NED29-5a_LP-DIR-AF										hargrave 2019-09-30 16:16:59	u			0.07	0.034	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-5	pmagpy-4.2.25: demag_gui	NED29-5a			
								This study																																			LP-NOMAG								NED29-5		NED29-5a			
								This study									mc	6.5	203.6	54.3	2.4	2.0	12.0	-1.0	NED29-6a_LP-DIR-AF										hargrave 2019-09-30 17:25:34	u			0.054	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-6	pmagpy-4.2.25: demag_gui	NED29-6a			
								This study									lc	89.8	258.4	-34.4	0.7	2.0	3.0	-1.0	NED29-6a_LP-DIR-AF										hargrave 2019-09-30 17:25:34	u			0.003	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-6	pmagpy-4.2.25: demag_gui	NED29-6a			
								This study									lc	89.8	217.7	-26.2	0.7	2.0	3.0	0.0	NED29-6a_LP-DIR-AF										hargrave 2019-09-30 17:25:34	u			0.003	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-6	pmagpy-4.2.25: demag_gui	NED29-6a			
								This study									mc	6.5	212.1	74.1	2.4	2.0	12.0	0.0	NED29-6a_LP-DIR-AF										hargrave 2019-09-30 17:25:34	u			0.054	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-6	pmagpy-4.2.25: demag_gui	NED29-6a			
								This study																																			LP-NOMAG								NED29-6		NED29-6a			
								This study									lc	75.6	245.5	-13.8	4.1	2.0	4.0	-1.0	NED29-7a_LP-DIR-AF										hargrave 2019-09-30 18:32:01	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-7	pmagpy-4.2.25: demag_gui	NED29-7a			
								This study									mc	7.9	197.0	64.1	2.0	2.0	11.0	-1.0	NED29-7a_LP-DIR-AF										hargrave 2019-09-30 18:32:01	u			0.07	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-7	pmagpy-4.2.25: demag_gui	NED29-7a			
								This study									lc	75.6	216.1	-1.7	4.1	2.0	4.0	0.0	NED29-7a_LP-DIR-AF										hargrave 2019-09-30 18:32:01	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-7	pmagpy-4.2.25: demag_gui	NED29-7a			
								This study									mc	7.9	259.6	82.4	2.0	2.0	11.0	0.0	NED29-7a_LP-DIR-AF										hargrave 2019-09-30 18:32:01	u			0.07	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-7	pmagpy-4.2.25: demag_gui	NED29-7a			
								This study																																			LP-NOMAG								NED29-7		NED29-7a			
								This study									mc	4.6	199.3	49.2	2.2	2.0	13.0	-1.0	NED29-8a_LP-DIR-AF										hargrave 2019-09-30 19:38:38	u			0.07	0.036	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-8	pmagpy-4.2.25: demag_gui	NED29-8a			
								This study									lc	67.8	258.1	-6.2	3.2	2.0	4.0	-1.0	NED29-8a_LP-DIR-AF										hargrave 2019-09-30 19:38:38	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-8	pmagpy-4.2.25: demag_gui	NED29-8a			
								This study									lc	67.8	214.2	0.8	3.2	2.0	4.0	0.0	NED29-8a_LP-DIR-AF										hargrave 2019-09-30 19:38:38	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-8	pmagpy-4.2.25: demag_gui	NED29-8a			
								This study									mc	4.6	194.8	75.1	2.2	2.0	13.0	0.0	NED29-8a_LP-DIR-AF										hargrave 2019-09-30 19:38:38	u			0.07	0.036	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-8	pmagpy-4.2.25: demag_gui	NED29-8a			
								This study																																			LP-NOMAG								NED29-8		NED29-8a			
								This study									lc	81.6	265.4	-15.7	6.4	2.0	4.0	-1.0	NED29-9a_LP-DIR-AF										hargrave 2019-09-30 20:45:28	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-9	pmagpy-4.2.25: demag_gui	NED29-9a			
								This study									mc	7.1	203.1	59.6	1.1	2.0	12.0	-1.0	NED29-9a_LP-DIR-AF										hargrave 2019-09-30 20:45:28	u			0.054	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-9	pmagpy-4.2.25: demag_gui	NED29-9a			
								This study									lc	81.6	217.5	-12.5	6.4	2.0	4.0	0.0	NED29-9a_LP-DIR-AF										hargrave 2019-09-30 20:45:28	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-9	pmagpy-4.2.25: demag_gui	NED29-9a			
								This study									mc	7.1	207.5	77.7	1.1	2.0	12.0	0.0	NED29-9a_LP-DIR-AF										hargrave 2019-09-30 20:45:28	u			0.054	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-9	pmagpy-4.2.25: demag_gui	NED29-9a			
								This study																																			LP-NOMAG								NED29-9		NED29-9a			
								This study									hc	0.0	195.8	4.6	1.4	2.0	6.0	-1.0	NED3-1b_LP-DIR-AF										hargrave 2018-09-22 06:35:31	u			0.13	0.08	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED3-1	pmagpy-4.2.25: demag_gui	NED3-1b			
								This study									hc	0.0	346.4	27.6	1.4	2.0	6.0	0.0	NED3-1b_LP-DIR-AF										hargrave 2018-09-22 06:35:31	u			0.13	0.08	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED3-1	pmagpy-4.2.25: demag_gui	NED3-1b			
								This study									lc	30.0	106.6	17.1	4.5	2.0	3.0	-1.0	NED3-1b_LP-DIR-AF										hargrave 2018-09-22 06:35:31	u			0.003	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED3-1	pmagpy-4.2.25: demag_gui	NED3-1b			
								This study									lc	30.0	246.6	22.3	4.5	2.0	3.0	0.0	NED3-1b_LP-DIR-AF										hargrave 2018-09-22 06:35:31	u			0.003	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED3-1	pmagpy-4.2.25: demag_gui	NED3-1b			
								This study																																			LP-NOMAG								NED3-1		NED3-1b			
								This study									hc	0.0	214.6	6.0	1.2	2.0	4.0	-1.0	NED3-2b_LP-DIR-AF										hargrave 2018-09-22 07:22:03	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED3-2	pmagpy-4.2.25: demag_gui	NED3-2b			
								This study									hc	0.0	348.2	26.9	1.2	2.0	4.0	0.0	NED3-2b_LP-DIR-AF										hargrave 2018-09-22 07:22:03	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED3-2	pmagpy-4.2.25: demag_gui	NED3-2b			
								This study									mc	6.9	136.7	41.6	0.7	2.0	7.0	-1.0	NED3-2b_LP-DIR-AF										hargrave 2018-09-22 07:22:03	u			0.04	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED3-2	pmagpy-4.2.25: demag_gui	NED3-2b			
								This study									mc	6.9	240.1	56.7	0.7	2.0	7.0	0.0	NED3-2b_LP-DIR-AF										hargrave 2018-09-22 07:22:03	u			0.04	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED3-2	pmagpy-4.2.25: demag_gui	NED3-2b			
								This study																																			LP-NOMAG								NED3-2		NED3-2b			
								This study									hc	21.9	197.2	23.8	5.4	3.0	4.0	-1.0	NED3-3b_LP-DIR-AF										hargrave 2018-09-22 08:05:39	u			0.13	0.1	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED3-3	pmagpy-4.2.25: demag_gui	NED3-3b			
								This study									lc	42.1	74.0	77.7	5.6	3.0	5.0	-1.0	NED3-3b_LP-DIR-AF										hargrave 2018-09-22 08:05:39	u			0.015	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED3-3	pmagpy-4.2.25: demag_gui	NED3-3b			
								This study									mc	7.2	132.6	50.7	0.5	3.0	6.0	-1.0	NED3-3b_LP-DIR-AF										hargrave 2018-09-22 08:05:39	u			0.055	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED3-3	pmagpy-4.2.25: demag_gui	NED3-3b			
								This study									mc	7.2	229.2	61.8	0.5	3.0	6.0	0.0	NED3-3b_LP-DIR-AF										hargrave 2018-09-22 08:05:39	u			0.055	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED3-3	pmagpy-4.2.25: demag_gui	NED3-3b			
								This study									hc	21.9	332.9	46.4	5.4	3.0	4.0	0.0	NED3-3b_LP-DIR-AF										hargrave 2018-09-22 08:05:39	u			0.13	0.1	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED3-3	pmagpy-4.2.25: demag_gui	NED3-3b			
								This study									lc	42.1	154.2	60.3	5.6	3.0	5.0	0.0	NED3-3b_LP-DIR-AF										hargrave 2018-09-22 08:05:39	u			0.015	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED3-3	pmagpy-4.2.25: demag_gui	NED3-3b			
								This study																																			LP-NOMAG								NED3-3		NED3-3b			
								This study									hc	0.0	236.5	-7.4	1.2	2.0	5.0	-1.0	NED3-4b_LP-DIR-AF										hargrave 2018-09-22 08:55:58	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED3-4	pmagpy-4.2.25: demag_gui	NED3-4b			
								This study									hc	0.0	2.0	8.8	1.2	2.0	5.0	0.0	NED3-4b_LP-DIR-AF										hargrave 2018-09-22 08:55:58	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED3-4	pmagpy-4.2.25: demag_gui	NED3-4b			
								This study									mc	6.7	142.2	34.1	0.7	2.0	7.0	-1.0	NED3-4b_LP-DIR-AF										hargrave 2018-09-22 08:55:58	u			0.04	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED3-4	pmagpy-4.2.25: demag_gui	NED3-4b			
								This study									mc	6.7	245.8	53.9	0.7	2.0	7.0	0.0	NED3-4b_LP-DIR-AF										hargrave 2018-09-22 08:55:58	u			0.04	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED3-4	pmagpy-4.2.25: demag_gui	NED3-4b			
								This study																																			LP-NOMAG								NED3-4		NED3-4b			
								This study									hc	0.0	260.9	-12.9	1.6	1.0	4.0	-1.0	NED3-5b_LP-DIR-AF										hargrave 2018-09-22 09:41:48	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED3-5	pmagpy-4.2.25: demag_gui	NED3-5b			
								This study									hc	0.0	4.7	-9.2	1.6	1.0	4.0	0.0	NED3-5b_LP-DIR-AF										hargrave 2018-09-22 09:41:48	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED3-5	pmagpy-4.2.25: demag_gui	NED3-5b			
								This study																																			LP-NOMAG								NED3-5		NED3-5b			
								This study									mc	4.6	115.6	57.3	0.3	2.0	8.0	-1.0	NED3-6b_LP-DIR-AF										hargrave 2018-09-22 10:25:59	u			0.05	0.0225	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED3-6	pmagpy-4.2.25: demag_gui	NED3-6b			
								This study									lc	38.9	122.0	6.2	2.4	2.0	8.0	-1.0	NED3-6b_LP-DIR-AF										hargrave 2018-09-22 10:25:59	u			0.0125	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED3-6	pmagpy-4.2.25: demag_gui	NED3-6b			
								This study									lc	38.9	245.5	14.4	2.4	2.0	8.0	0.0	NED3-6b_LP-DIR-AF										hargrave 2018-09-22 10:25:59	u			0.0125	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED3-6	pmagpy-4.2.25: demag_gui	NED3-6b			
								This study									mc	4.6	215.2	60.9	0.3	2.0	8.0	0.0	NED3-6b_LP-DIR-AF										hargrave 2018-09-22 10:25:59	u			0.05	0.0225	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED3-6	pmagpy-4.2.25: demag_gui	NED3-6b			
								This study																																			LP-NOMAG								NED3-6		NED3-6b			
								This study									hc	0.0	188.6	32.3	1.0	2.0	3.0	-1.0	NED3-7b_LP-DIR-AF										hargrave 2018-09-22 11:10:03	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED3-7	pmagpy-4.2.25: demag_gui	NED3-7b			
								This study									hc	0.0	331.8	44.2	1.0	2.0	3.0	0.0	NED3-7b_LP-DIR-AF										hargrave 2018-09-22 11:10:03	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED3-7	pmagpy-4.2.25: demag_gui	NED3-7b			
								This study									mc	2.9	129.1	44.8	0.3	2.0	8.0	-1.0	NED3-7b_LP-DIR-AF										hargrave 2018-09-22 11:10:03	u			0.05	0.0225	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED3-7	pmagpy-4.2.25: demag_gui	NED3-7b			
								This study									mc	2.9	259.4	51.5	0.3	2.0	8.0	0.0	NED3-7b_LP-DIR-AF										hargrave 2018-09-22 11:10:03	u			0.05	0.0225	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED3-7	pmagpy-4.2.25: demag_gui	NED3-7b			
								This study																																			LP-NOMAG								NED3-7		NED3-7b			
								This study									hc	0.0	192.1	16.6	1.9	1.0	4.0	-1.0	NED3-8b_LP-DIR-AF										hargrave 2018-09-22 12:08:06	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED3-8	pmagpy-4.2.25: demag_gui	NED3-8b			
								This study									hc	0.0	315.1	26.4	1.9	1.0	4.0	0.0	NED3-8b_LP-DIR-AF										hargrave 2018-09-22 12:08:06	u			0.13	0.1	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED3-8	pmagpy-4.2.25: demag_gui	NED3-8b			
								This study																																			LP-NOMAG								NED3-8		NED3-8b			
								This study																																			LP-NOMAG								NED30-1		NED30-1a			
								This study									hc	2.4	188.5	26.1	0.2	2.0	14.0	-1.0	NED30-2a_LP-DIR-AF										hargrave 2019-10-03 03:27:00	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED30-2	pmagpy-4.2.25: demag_gui	NED30-2a			
								This study									lc	110.9	353.4	-86.7	12.9	2.0	10.0	-1.0	NED30-2a_LP-DIR-AF										hargrave 2019-10-03 03:27:00	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED30-2	pmagpy-4.2.25: demag_gui	NED30-2a			
								This study									lc	110.9	55.1	-83.3	12.9	2.0	10.0	0.0	NED30-2a_LP-DIR-AF										hargrave 2019-10-03 03:27:00	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED30-2	pmagpy-4.2.25: demag_gui	NED30-2a			
								This study									hc	2.4	61.3	35.9	0.2	2.0	14.0	0.0	NED30-2a_LP-DIR-AF										hargrave 2019-10-03 03:27:00	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED30-2	pmagpy-4.2.25: demag_gui	NED30-2a			
								This study																																			LP-NOMAG								NED30-2		NED30-2a			
								This study									hc	6.4	133.7	-37.2	1.1	2.0	14.0	-1.0	NED30-3a_LP-DIR-AF										hargrave 2019-10-03 04:34:06	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED30-3	pmagpy-4.2.25: demag_gui	NED30-3a			
								This study									lc	105.5	326.6	-17.4	15.7	2.0	10.0	-1.0	NED30-3a_LP-DIR-AF										hargrave 2019-10-03 04:34:06	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED30-3	pmagpy-4.2.25: demag_gui	NED30-3a			
								This study									lc	105.5	218.9	-23.2	15.7	2.0	10.0	0.0	NED30-3a_LP-DIR-AF										hargrave 2019-10-03 04:34:06	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED30-3	pmagpy-4.2.25: demag_gui	NED30-3a			
								This study									hc	6.4	30.9	-32.2	1.1	2.0	14.0	0.0	NED30-3a_LP-DIR-AF										hargrave 2019-10-03 04:34:06	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED30-3	pmagpy-4.2.25: demag_gui	NED30-3a			
								This study																																			LP-NOMAG								NED30-3		NED30-3a			
								This study																																			LP-NOMAG								NED30-4		NED30-4a			
								This study																																			LP-NOMAG								NED30-5		NED30-5a			
								This study									lc	101.2	220.5	26.8	5.5	1.0	10.0	-1.0	NED30-6a_LP-DIR-AF										hargrave 2019-10-03 08:01:50	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED30-6	pmagpy-4.2.25: demag_gui	NED30-6a			
								This study									lc	101.2	119.8	33.5	5.5	1.0	10.0	0.0	NED30-6a_LP-DIR-AF										hargrave 2019-10-03 08:01:50	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED30-6	pmagpy-4.2.25: demag_gui	NED30-6a			
								This study																																			LP-NOMAG								NED30-6		NED30-6a			
								This study																																			LP-NOMAG								NED30-7		NED30-7a			
								This study																																			LP-NOMAG								NED30-8		NED30-8a			
								This study									hc	4.0	33.0	34.8	7.0	2.0	14.0	-1.0	NED30-9a_LP-DIR-AF										hargrave 2019-10-03 11:22:31	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED30-9	pmagpy-4.2.25: demag_gui	NED30-9a			
								This study									lc	47.8	109.1	-82.5	0.4	2.0	15.0	-1.0	NED30-9a_LP-DIR-AF										hargrave 2019-10-03 11:22:31	u			0.02	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED30-9	pmagpy-4.2.25: demag_gui	NED30-9a			
								This study									lc	47.8	24.6	-78.2	0.4	2.0	15.0	0.0	NED30-9a_LP-DIR-AF										hargrave 2019-10-03 11:22:31	u			0.02	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED30-9	pmagpy-4.2.25: demag_gui	NED30-9a			
								This study									hc	4.0	272.5	28.9	7.0	2.0	14.0	0.0	NED30-9a_LP-DIR-AF										hargrave 2019-10-03 11:22:31	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED30-9	pmagpy-4.2.25: demag_gui	NED30-9a			
								This study																																			LP-NOMAG								NED30-9		NED30-9a			
								This study																																			LP-NOMAG								NED31-1		NED31-1a			
								This study									lc	11.0	353.6	-75.8	4.9	2.0	16.0	-1.0	NED31-2a_LP-DIR-AF										hargrave 2019-10-07 11:16:51	u			0.028	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-2	pmagpy-4.2.25: demag_gui	NED31-2a			
								This study									hc	5.2	111.8	17.7	12.1	2.0	7.0	-1.0	NED31-2a_LP-DIR-AF										hargrave 2019-10-07 11:16:51	u			0.13	0.1	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-2	pmagpy-4.2.25: demag_gui	NED31-2a			
								This study									hc	5.2	289.6	19.1	12.1	2.0	7.0	0.0	NED31-2a_LP-DIR-AF										hargrave 2019-10-07 11:16:51	u			0.13	0.1	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED31-2	pmagpy-4.2.25: demag_gui	NED31-2a			
								This study									lc	11.0	170.2	-79.8	4.9	2.0	16.0	0.0	NED31-2a_LP-DIR-AF										hargrave 2019-10-07 11:16:51	u			0.028	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED31-2	pmagpy-4.2.25: demag_gui	NED31-2a			
								This study																																			LP-NOMAG								NED31-2		NED31-2a			
								This study									hc	16.3	204.6	46.6	5.8	3.0	4.0	-1.0	NED31-3a_LP-DIR-AF										hargrave 2019-10-07 12:26:25	u			0.13	0.115	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-3	pmagpy-4.2.25: demag_gui	NED31-3a			
								This study									lc	24.5	152.6	40.5	2.8	3.0	5.0	-1.0	NED31-3a_LP-DIR-AF										hargrave 2019-10-07 12:26:25	u			0.007	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-3	pmagpy-4.2.25: demag_gui	NED31-3a			
								This study									mc	17.8	128.0	66.2	0.6	3.0	9.0	-1.0	NED31-3a_LP-DIR-AF										hargrave 2019-10-07 12:26:25	u			0.062	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-3	pmagpy-4.2.25: demag_gui	NED31-3a			
								This study									lc	24.5	219.9	45.7	2.8	3.0	5.0	0.0	NED31-3a_LP-DIR-AF										hargrave 2019-10-07 12:26:25	u			0.007	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED31-3	pmagpy-4.2.25: demag_gui	NED31-3a			
								This study									mc	17.8	185.5	69.4	0.6	3.0	9.0	0.0	NED31-3a_LP-DIR-AF										hargrave 2019-10-07 12:26:25	u			0.062	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED31-3	pmagpy-4.2.25: demag_gui	NED31-3a			
								This study									hc	16.3	277.7	52.0	5.8	3.0	4.0	0.0	NED31-3a_LP-DIR-AF										hargrave 2019-10-07 12:26:25	u			0.13	0.115	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED31-3	pmagpy-4.2.25: demag_gui	NED31-3a			
								This study																																			LP-NOMAG								NED31-3		NED31-3a			
								This study									mc	18.6	144.5	63.4	0.5	3.0	13.0	-1.0	NED31-4a_LP-DIR-AF										hargrave 2019-10-07 13:34:15	u			0.062	0.032	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-4	pmagpy-4.2.25: demag_gui	NED31-4a			
								This study									hc	13.9	201.6	40.7	6.1	3.0	6.0	-1.0	NED31-4a_LP-DIR-AF										hargrave 2019-10-07 13:34:15	u			0.13	0.105	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-4	pmagpy-4.2.25: demag_gui	NED31-4a			
								This study									lc	12.6	187.2	71.5	1.5	3.0	10.0	-1.0	NED31-4a_LP-DIR-AF										hargrave 2019-10-07 13:34:15	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-4	pmagpy-4.2.25: demag_gui	NED31-4a			
								This study									mc	18.6	189.5	70.0	0.5	3.0	13.0	0.0	NED31-4a_LP-DIR-AF										hargrave 2019-10-07 13:34:15	u			0.062	0.032	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED31-4	pmagpy-4.2.25: demag_gui	NED31-4a			
								This study									hc	13.9	264.4	49.0	6.1	3.0	6.0	0.0	NED31-4a_LP-DIR-AF										hargrave 2019-10-07 13:34:15	u			0.13	0.105	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED31-4	pmagpy-4.2.25: demag_gui	NED31-4a			
								This study									lc	12.6	253.0	80.4	1.5	3.0	10.0	0.0	NED31-4a_LP-DIR-AF										hargrave 2019-10-07 13:34:15	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED31-4	pmagpy-4.2.25: demag_gui	NED31-4a			
								This study																																			LP-NOMAG								NED31-4		NED31-4a			
								This study									lc	29.2	62.6	82.2	5.7	3.0	10.0	-1.0	NED31-5a_LP-DIR-AF										hargrave 2019-10-07 14:42:26	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-5	pmagpy-4.2.25: demag_gui	NED31-5a			
								This study									mc	21.5	141.5	65.6	0.6	3.0	11.0	-1.0	NED31-5a_LP-DIR-AF										hargrave 2019-10-07 14:42:26	u			0.054	0.032	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-5	pmagpy-4.2.25: demag_gui	NED31-5a			
								This study									hc	10.4	219.4	42.4	5.0	3.0	5.0	-1.0	NED31-5a_LP-DIR-AF										hargrave 2019-10-07 14:42:26	u			0.13	0.11	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED31-5	pmagpy-4.2.25: demag_gui	NED31-5a			
